Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties;Action Type;Standard Text Value;Value
CHEMBL3701409;;None;674.80;2;5.33;BDBM161601;COc1ccc(-c2cc(C(=O)N(c3ccc(O)cc3)c3cnn(C)c3)c(C)n2C)c(C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)c1;IC50;'=';10.1;nM;8.00;;304899;UO_0000065;11.85;0.22;2.67;7.59;0;CHEMBL3705658;Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638572;37;BindingDB Patent Bioactivity Data;;2015;None;;;;10.1
CHEMBL3701414;;None;672.79;2;5.38;BDBM161607;COc1ncc(N(C(=O)c2cc(-c3ccccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n(C)c2C)c2ccc(O)cc2)cn1;IC50;'=';13.6;nM;7.87;;304905;UO_0000065;11.69;0.21;2.49;6.95;0;CHEMBL3705658;Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638572;37;BindingDB Patent Bioactivity Data;;2015;None;;;;13.6
CHEMBL3704775;;None;690.78;2;5.52;BDBM161609;COc1ncc(N(C(=O)c2cc(-c3cc(F)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n(C)c2C)c2ccc(O)cc2)cn1;IC50;'=';5.2;nM;8.28;;304907;UO_0000065;11.99;0.22;2.76;7.31;0;CHEMBL3705658;Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638572;37;BindingDB Patent Bioactivity Data;;2015;None;;;;5.2
CHEMBL3704791;;None;706.27;2;7.17;BDBM161625;Cc1c(C(=O)N(c2ccc(O)cc2)c2csc(C#N)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C;IC50;'=';3.0;nM;8.52;;304923;UO_0000065;12.07;0.23;1.35;8.35;0;CHEMBL3705658;Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638572;37;BindingDB Patent Bioactivity Data;;2015;None;;;;3.0
CHEMBL3704792;;None;707.23;2;6.04;BDBM161627;COc1cnc(N(C(=O)c2cc(-c3cc(Cl)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n(C)c2C)c2ccc(O)cc2)cn1;IC50;'=';5.5;nM;8.26;;304924;UO_0000065;11.68;0.22;2.22;7.29;0;CHEMBL3705658;Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638572;37;BindingDB Patent Bioactivity Data;;2015;None;;;;5.5
CHEMBL3704794;;None;704.23;2;5.84;BDBM161631;Cc1c(C(=O)N(c2ccc(O)cc2)c2cc(C#N)nn2C)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C;IC50;'=';2.7;nM;8.57;;304928;UO_0000065;12.17;0.23;2.73;7.15;0;CHEMBL3705658;Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638572;37;BindingDB Patent Bioactivity Data;;2015;None;;;;2.7
CHEMBL3701374;;None;691.23;2;6.11;BDBM161563;Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CC3(CCO3)C2)n1C;IC50;'=';4.6;nM;8.34;;304861;UO_0000065;12.06;0.23;2.23;8.68;0;CHEMBL3705658;Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638572;37;BindingDB Patent Bioactivity Data;;2015;None;;;;4.6
CHEMBL3701378;;None;686.79;2;5.93;BDBM161567;Cc1c(C(=O)N(c2ccc(O)cc2)c2cc(C#N)n(C)c2)cc(-c2cc(F)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C;IC50;'=';5.1;nM;8.29;;304865;UO_0000065;12.07;0.22;2.36;7.75;0;CHEMBL3705658;Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638572;37;BindingDB Patent Bioactivity Data;;2015;None;;;;5.1
CHEMBL3704799;;None;731.30;2;7.24;BDBM161636;Cc1c(C(=O)N(c2ccc(O)cc2)c2cc(C#N)n(CCN3CCOCC3)c2C)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2C)n1C;IC50;'=';1.9;nM;8.72;;304933;UO_0000065;11.93;0.22;1.48;8.15;0;CHEMBL3705658;Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638572;37;BindingDB Patent Bioactivity Data;;2015;None;;;;1.9
CHEMBL3704800;;None;721.26;2;6.43;BDBM161637;Cc1c(C(=O)N(c2ccc(O)cc2)c2cnc(OCCN3CCOCC3)nc2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2C)n1C;IC50;'=';2.7;nM;8.57;;304934;UO_0000065;11.88;0.23;2.14;7.57;0;CHEMBL3705658;Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638572;37;BindingDB Patent Bioactivity Data;;2015;None;;;;2.7
CHEMBL3703626;;None;956.58;3;8.63;BDBM156410;N[C@@H](c1ccccc1-c1ccc(Cl)cc1)C1CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(N[C@H](CCN4CCOCC4)CSc4ccccc4)c(S(=O)(=O)C(F)(F)F)c3)cc2)CC1;IC50;'=';30.0;nM;7.52;;363156;UO_0000065;7.86;0.16;-1.11;4.98;0;CHEMBL3887911;"Fluorescence Polarization Assay: Bcl-xL and Bcl-2 FP binding affinity of compound(s) of Formulae (I), (I-a), (I-b), (I-c), (I-d) and/or (I-c) may be determined using a variety of known methods. One such assay is a sensitive and quantitative in vitro binding assay using fluorescence polarization ('FP') described by Wang, J.-L.; Zhang, Z-J.; Choksi, S.; Sjam. S.; Lu, Z.; Croce, C. M.; Alnemri, E. S.; Komgold, R.; Huang, Z. Cell permeable Bcl-2 binding peptides: a chemical approach to apoptosis induction in tumor cells. Cancer Res. 2000, 60, 1498-1502). Additionally, the binding affinity of compound(s) of Formulae (I), (I-a), (I-b), (I-c), (I-d) and/or (I-e) to Bcl-2 protein in vitro was determined by a competitive binding assay based on fluorescence polarization. For example, fluorescence polarization ('FP')assays may be developed using a c-terminal 6XHIS tagged Bcl-2 (aa 1-204) and a C-terminal 6XHIS tagged Bcl-XL (aa 1-209). The tracer may be a synthetic peptide BH-3 peptide Bim conjugated to Fluorescein isothiocyanate (FITC-DLRPEIRIAQELRRIGDEFNETYTRR). Dilutions of either Bcl-2 (1.3 nM) or Bcl-XL (0.8 nM) may be added to serial dilutions of antagonist and incubated for one hour prior to the addition of 2 nM of fluorescent peptide tracer (Anaspec, Fremont, Calif.) in the assay buffer. Final assay buffer conditions may be 20 mM HEPES, pH 7.5, 1 mM DTT, 0.005% Tween-20 and 50 mM NaCl. Samples may be read after 20-minute incubation. Fluorescence polarization values may be plotted as a function of the antagonist concentration.";B;BAO_0000219;cell-based format;None;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3886500;37;BindingDB Patent Bioactivity Data;;2016;None;;;;30.0
CHEMBL408194;OBATOCLAX;3.0;317.39;0;4.49;3;COC1=CC(c2cc3ccccc3[nH]2)=N/C1=C\c1[nH]c(C)cc1C;IC50;'=';1110.0;nM;5.96;;;UO_0000065;18.76;0.34;1.46;11.20;0;CHEMBL3822337;Inhibition of FITC-labeled Bid BH3 peptide binding to human GST-tagged BCL2 lacking C-terminal transmembrane domain expressed in Escherichia coli XL-1 Blue cells preincubated for 10 mins followed by FITC-labeled Bid BH3 peptide addition measured after 20 mins by fluorescence polarization assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;XL-1;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3817778;1;Scientific Literature;Medchemcomm;2016;None;;;;1.11
CHEMBL3917011;;None;956.58;3;8.63;BDBM156410;N[C@H](c1ccccc1-c1ccc(Cl)cc1)C1CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(N[C@@H](CCN4CCOCC4)CSc4ccccc4)c(S(=O)(=O)C(F)(F)F)c3)cc2)CC1;IC50;'=';30.0;nM;7.52;;298918;UO_0000065;7.86;0.16;-1.11;4.98;0;CHEMBL3707482;"Fluorescence Polarization: Bcl-xL and Bcl-2 FP binding affinity of compound(s) of Formulae (I), (I-a), (I-b), (I-c), (I-d) and/or (I-e) may be determined using a variety of known methods. One such assay is a sensitive and quantitative in vitro binding assay using fluorescence polarization ('FP') described by Wang, J.-L.; Zhang, Z-J.; Choksi, S.; Sjam. S.; Lu, Z.; Croce, C. M.; Alnemri, E. S.; Komgold, R.; Huang, Z. Cell permeable Bcl-2 binding peptides: a chemical approach to apoptosis induction in tumor cells. Cancer Res. 2000, 60, 1498-1502).Additionally, the binding affinity of compound(s) of Formulae (I), (I-a), (I-b), (I-c), (I-d) and/or (I-e) to Bcl-2 protein in vitro was determined by a competitive binding assay based on fluorescence polarization. For example, fluorescence polarization ('FP') assays may be developed using a c-terminal 6.times.HIS tagged Bcl-2 (aa 1-204) and a C-terminal 6.times.HIS tagged Bcl-X.sub.L (aa 1-209). The tracer may be a synthetic peptide BH-3 peptide Bim conjugated to Fluores.";B;BAO_0000219;cell-based format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638929;37;BindingDB Patent Bioactivity Data;;2015;None;;;;30.0
CHEMBL3701314;;None;632.72;2;5.16;BDBM161499;Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C)c2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2C)OCO3)n1CCN;IC50;'=';4.7;nM;8.33;;304798;UO_0000065;13.16;0.24;3.17;6.50;0;CHEMBL3705658;Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638572;37;BindingDB Patent Bioactivity Data;;2015;None;;;;4.7
CHEMBL3701317;;None;693.22;2;7.38;BDBM161502;Cc1c(C(=O)N(c2ccc(O)cc2)c2ccc(F)cc2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C;IC50;'=';10.9;nM;7.96;;304801;UO_0000065;11.49;0.22;0.58;10.18;0;CHEMBL3705658;Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638572;37;BindingDB Patent Bioactivity Data;;2015;None;;;;10.9
CHEMBL3701327;;None;599.69;2;7.00;BDBM161512;Cc1c(C(=O)N(c2ccccc2)c2ccc(O)cc2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2C)OCO3)n1C;IC50;'=';5.1;nM;8.29;;304811;UO_0000065;13.83;0.25;1.29;9.84;0;CHEMBL3705658;Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638572;37;BindingDB Patent Bioactivity Data;;2015;None;;;;5.1
CHEMBL3701379;;None;784.91;3;5.58;BDBM161568;COCCc1c(C(=O)N(c2ccc(O)cc2)c2cnc3c(c2)CCN3C)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)OCO3)n1C;IC50;'=';14.8;nM;7.83;;304866;UO_0000065;9.98;0.18;2.25;6.41;0;CHEMBL3705658;Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3638572;37;BindingDB Patent Bioactivity Data;;2015;None;;;;14.8
CHEMBL3703609;;None;958.59;3;8.61;BDBM156389;CCN(CCO)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC([C@@H](N)c4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1S(=O)(=O)C(F)(F)F;IC50;'=';3.0;nM;8.52;;363138;UO_0000065;8.89;0.18;-0.09;5.26;0;CHEMBL3887911;"Fluorescence Polarization Assay: Bcl-xL and Bcl-2 FP binding affinity of compound(s) of Formulae (I), (I-a), (I-b), (I-c), (I-d) and/or (I-c) may be determined using a variety of known methods. One such assay is a sensitive and quantitative in vitro binding assay using fluorescence polarization ('FP') described by Wang, J.-L.; Zhang, Z-J.; Choksi, S.; Sjam. S.; Lu, Z.; Croce, C. M.; Alnemri, E. S.; Komgold, R.; Huang, Z. Cell permeable Bcl-2 binding peptides: a chemical approach to apoptosis induction in tumor cells. Cancer Res. 2000, 60, 1498-1502). Additionally, the binding affinity of compound(s) of Formulae (I), (I-a), (I-b), (I-c), (I-d) and/or (I-e) to Bcl-2 protein in vitro was determined by a competitive binding assay based on fluorescence polarization. For example, fluorescence polarization ('FP')assays may be developed using a c-terminal 6XHIS tagged Bcl-2 (aa 1-204) and a C-terminal 6XHIS tagged Bcl-XL (aa 1-209). The tracer may be a synthetic peptide BH-3 peptide Bim conjugated to Fluorescein isothiocyanate (FITC-DLRPEIRIAQELRRIGDEFNETYTRR). Dilutions of either Bcl-2 (1.3 nM) or Bcl-XL (0.8 nM) may be added to serial dilutions of antagonist and incubated for one hour prior to the addition of 2 nM of fluorescent peptide tracer (Anaspec, Fremont, Calif.) in the assay buffer. Final assay buffer conditions may be 20 mM HEPES, pH 7.5, 1 mM DTT, 0.005% Tween-20 and 50 mM NaCl. Samples may be read after 20-minute incubation. Fluorescence polarization values may be plotted as a function of the antagonist concentration.";B;BAO_0000219;cell-based format;None;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3886500;37;BindingDB Patent Bioactivity Data;;2016;None;;;;3.0
CHEMBL3703606;;None;1025.53;None;None;BDBM156386;CN(CCOP(=O)(O)O)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC([C@@H](O)c4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1S(=O)(=O)C(F)(F)F;IC50;'=';0.9;nM;9.05;;363135;UO_0000065;8.82;None;None;None;0;CHEMBL3887911;"Fluorescence Polarization Assay: Bcl-xL and Bcl-2 FP binding affinity of compound(s) of Formulae (I), (I-a), (I-b), (I-c), (I-d) and/or (I-c) may be determined using a variety of known methods. One such assay is a sensitive and quantitative in vitro binding assay using fluorescence polarization ('FP') described by Wang, J.-L.; Zhang, Z-J.; Choksi, S.; Sjam. S.; Lu, Z.; Croce, C. M.; Alnemri, E. S.; Komgold, R.; Huang, Z. Cell permeable Bcl-2 binding peptides: a chemical approach to apoptosis induction in tumor cells. Cancer Res. 2000, 60, 1498-1502). Additionally, the binding affinity of compound(s) of Formulae (I), (I-a), (I-b), (I-c), (I-d) and/or (I-e) to Bcl-2 protein in vitro was determined by a competitive binding assay based on fluorescence polarization. For example, fluorescence polarization ('FP')assays may be developed using a c-terminal 6XHIS tagged Bcl-2 (aa 1-204) and a C-terminal 6XHIS tagged Bcl-XL (aa 1-209). The tracer may be a synthetic peptide BH-3 peptide Bim conjugated to Fluorescein isothiocyanate (FITC-DLRPEIRIAQELRRIGDEFNETYTRR). Dilutions of either Bcl-2 (1.3 nM) or Bcl-XL (0.8 nM) may be added to serial dilutions of antagonist and incubated for one hour prior to the addition of 2 nM of fluorescent peptide tracer (Anaspec, Fremont, Calif.) in the assay buffer. Final assay buffer conditions may be 20 mM HEPES, pH 7.5, 1 mM DTT, 0.005% Tween-20 and 50 mM NaCl. Samples may be read after 20-minute incubation. Fluorescence polarization values may be plotted as a function of the antagonist concentration.";B;BAO_0000219;cell-based format;None;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3886500;37;BindingDB Patent Bioactivity Data;;2016;None;;;;0.9
CHEMBL3703624;;None;1093.65;None;None;BDBM156406;CCOP(=O)(OCC)O[C@@H](c1ccccc1-c1ccc(Cl)cc1)C1CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(N[C@H](CCN4CCOCC4)CSc4ccccc4)c(S(=O)(=O)C(F)(F)F)c3)cc2)CC1;IC50;'=';30.0;nM;7.52;;363154;UO_0000065;6.88;None;None;None;0;CHEMBL3887911;"Fluorescence Polarization Assay: Bcl-xL and Bcl-2 FP binding affinity of compound(s) of Formulae (I), (I-a), (I-b), (I-c), (I-d) and/or (I-c) may be determined using a variety of known methods. One such assay is a sensitive and quantitative in vitro binding assay using fluorescence polarization ('FP') described by Wang, J.-L.; Zhang, Z-J.; Choksi, S.; Sjam. S.; Lu, Z.; Croce, C. M.; Alnemri, E. S.; Komgold, R.; Huang, Z. Cell permeable Bcl-2 binding peptides: a chemical approach to apoptosis induction in tumor cells. Cancer Res. 2000, 60, 1498-1502). Additionally, the binding affinity of compound(s) of Formulae (I), (I-a), (I-b), (I-c), (I-d) and/or (I-e) to Bcl-2 protein in vitro was determined by a competitive binding assay based on fluorescence polarization. For example, fluorescence polarization ('FP')assays may be developed using a c-terminal 6XHIS tagged Bcl-2 (aa 1-204) and a C-terminal 6XHIS tagged Bcl-XL (aa 1-209). The tracer may be a synthetic peptide BH-3 peptide Bim conjugated to Fluorescein isothiocyanate (FITC-DLRPEIRIAQELRRIGDEFNETYTRR). Dilutions of either Bcl-2 (1.3 nM) or Bcl-XL (0.8 nM) may be added to serial dilutions of antagonist and incubated for one hour prior to the addition of 2 nM of fluorescent peptide tracer (Anaspec, Fremont, Calif.) in the assay buffer. Final assay buffer conditions may be 20 mM HEPES, pH 7.5, 1 mM DTT, 0.005% Tween-20 and 50 mM NaCl. Samples may be read after 20-minute incubation. Fluorescence polarization values may be plotted as a function of the antagonist concentration.";B;BAO_0000219;cell-based format;None;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3886500;37;BindingDB Patent Bioactivity Data;;2016;None;;;;30.0
